days since 1900-1-1, spei
1951-01-16, 0.2942
1951-02-15, -0.73316
1951-03-16, -0.96797
1951-04-16, 0.78051
1951-05-16, -0.5039
1951-06-16, 0.73891
1951-07-16, -0.42495
1951-08-16, 0.39588
1951-09-16, -0.5309
1951-10-16, -0.07546
1951-11-16, 0.14668
1951-12-16, 1.167
1952-01-16, 1.5525
1952-02-15, -0.88086
1952-03-16, 1.4155
1952-04-16, 0.62719
1952-05-16, -1.373
1952-06-16, 0.81244
1952-07-16, -0.095537
1952-08-16, -0.39461
1952-09-16, -1.2387
1952-10-16, -0.65355
1952-11-16, 1.1714
1952-12-16, 1.3107
1953-01-16, -0.54585
1953-02-15, -1.5606
1953-03-16, -0.87436
1953-04-16, 0.76465
1953-05-16, -0.20036
1953-06-16, 0.22453
1953-07-16, -1.2455
1953-08-16, 0.070432
1953-09-16, -0.55663
1953-10-16, -1.2996
1953-11-16, 0.88249
1953-12-16, -1.362
1954-01-16, 0.87167
1954-02-15, -0.67978
1954-03-16, 0.63733
1954-04-16, -0.34569
1954-05-16, -0.47783
1954-06-16, -0.34369
1954-07-16, -1.7294
1954-08-16, 0.99975
1954-09-16, -1.1124
1954-10-16, -0.89719
1954-11-16, 0.15536
1954-12-16, -0.080094
1955-01-16, 0.91797
1955-02-15, -0.55112
1955-03-16, -1.1944
1955-04-16, 0.86405
1955-05-16, 1.0929
1955-06-16, 0.21541
1955-07-16, 0.59913
1955-08-16, -1.2315
1955-09-16, -0.55663
1955-10-16, -0.52377
1955-11-16, 0.14668
1955-12-16, 1.464
1956-01-16, 0.78082
1956-02-15, -0.73871
1956-03-16, -1.5119
1956-04-16, 1.1871
1956-05-16, 1.0124
1956-06-16, -1.2176
1956-07-16, 0.27175
1956-08-16, 0.27656
1956-09-16, -1.6768
1956-10-16, 0.74192
1956-11-16, -1.5886
1956-12-16, -1.2521
1957-01-16, 0.59369
1957-02-15, -0.074326
1957-03-16, -0.42439
1957-04-16, 0.76237
1957-05-16, 1.1833
1957-06-16, -1.5129
1957-07-16, -1.4286
1957-08-16, -1.1889
1957-09-16, -0.54804
1957-10-16, 1.4936
1957-11-16, -0.13056
1957-12-16, 0.52235
1958-01-16, 0.066417
1958-02-15, 1.1769
1958-03-16, 1.432
1958-04-16, 1.9099
1958-05-16, -0.10533
1958-06-16, -0.66922
1958-07-16, 0.59913
1958-08-16, 0.31254
1958-09-16, 1.1934
1958-10-16, -1.4503
1958-11-16, -0.62165
1958-12-16, -1.6331
1959-01-16, -0.43745
1959-02-15, 0.64063
1959-03-16, -1.6863
1959-04-16, -0.34939
1959-05-16, -0.2643
1959-06-16, -1.473
1959-07-16, -1.4286
1959-08-16, -0.47934
1959-09-16, 0.77791
1959-10-16, -1.287
1959-11-16, -1.5886
1959-12-16, -0.7902
1960-01-16, 0.2758
1960-02-15, 0.45542
1960-03-16, -0.68787
1960-04-16, 0.45952
1960-05-16, -1.373
1960-06-16, -0.66922
1960-07-16, -1.0883
1960-08-16, -0.10107
1960-09-16, -0.83579
1960-10-16, -0.22753
1960-11-16, 1.8809
1960-12-16, -1.0269
1961-01-16, -0.85994
1961-02-15, -1.3921
1961-03-16, -0.84207
1961-04-16, -1.1181
1961-05-16, 0.34207
1961-06-16, -0.65083
1961-07-16, -1.067
1961-08-16, 0.15571
1961-09-16, -0.14895
1961-10-16, -0.90974
1961-11-16, 1.1254
1961-12-16, -0.19218
1962-01-16, -0.16882
1962-02-15, 2.2566
1962-03-16, -0.30736
1962-04-16, -1.5349
1962-05-16, 0.12339
1962-06-16, 0.52734
1962-07-16, 0.59913
1962-08-16, -1.1782
1962-09-16, 0.18132
1962-10-16, 0.43838
1962-11-16, -0.8432
1962-12-16, -1.0637
1963-01-16, -0.48526
1963-02-15, 0.47494
1963-03-16, 0.37336
1963-04-16, 1.3827
1963-05-16, 1.4071
1963-06-16, 1.2652
1963-07-16, 0.27175
1963-08-16, 0.058216
1963-09-16, 1.2795
1963-10-16, 1.2698
1963-11-16, 1.3318
1963-12-16, -1.4306
1964-01-16, -0.49329
1964-02-15, -1.6265
1964-03-16, -0.38331
1964-04-16, 0.24357
1964-05-16, 0.7883
1964-06-16, 0.64711
1964-07-16, -0.26578
1964-08-16, 0.90466
1964-09-16, -0.38682
1964-10-16, 0.98319
1964-11-16, 0.90054
1964-12-16, 0.52053
1965-01-16, -0.5847
1965-02-15, -1.1599
1965-03-16, -0.13696
1965-04-16, 1.9224
1965-05-16, -0.36095
1965-06-16, 1.4283
1965-07-16, 0.78832
1965-08-16, -0.29714
1965-09-16, 0.53955
1965-10-16, -1.882
1965-11-16, 2.264
1965-12-16, 0.8428
1966-01-16, -0.51342
1966-02-15, -0.69813
1966-03-16, -1.31
1966-04-16, -1.5253
1966-05-16, 0.056339
1966-06-16, -0.55843
1966-07-16, 0.17307
1966-08-16, -0.47934
1966-09-16, 0.55879
1966-10-16, -1.2681
1966-11-16, 1.1914
1966-12-16, 1.2992
1967-01-16, 0.58446
1967-02-15, -1.378
1967-03-16, 0.30345
1967-04-16, 2.2006
1967-05-16, -0.47783
1967-06-16, 1.1362
1967-07-16, -0.76228
1967-08-16, -1.1782
1967-09-16, 1.0533
1967-10-16, -1.6632
1967-11-16, 1.4162
1967-12-16, -0.49404
1968-01-16, -0.69494
1968-02-15, -0.59608
1968-03-16, 0.095401
1968-04-16, -0.38669
1968-05-16, -0.42578
1968-06-16, 0.19713
1968-07-16, 0.0059389
1968-08-16, 0.44309
1968-09-16, -0.56522
1968-10-16, 1.8013
1968-11-16, 0.14958
1968-12-16, 0.035945
1969-01-16, 2.0379
1969-02-15, 1.8172
1969-03-16, -0.74398
1969-04-16, 0.88955
1969-05-16, -0.042659
1969-06-16, 1.6677
1969-07-16, 0.65988
1969-08-16, -1.508
1969-09-16, 0.33857
1969-10-16, -0.67219
1969-11-16, -0.0023375
1969-12-16, -1.0315
1970-01-16, 0.2479
1970-02-15, -0.27957
1970-03-16, 0.073163
1970-04-16, -0.89786
1970-05-16, -1.2007
1970-06-16, 0.27904
1970-07-16, -0.0052997
1970-08-16, -0.47934
1970-09-16, -1.6768
1970-10-16, -0.65355
1970-11-16, 1.4756
1970-12-16, 1.156
1971-01-16, -0.77781
1971-02-15, -1.1208
1971-03-16, -0.94689
1971-04-16, -0.021852
1971-05-16, 1.7142
1971-06-16, 0.19713
1971-07-16, -0.072928
1971-08-16, -1.1889
1971-09-16, -0.66037
1971-10-16, -0.62873
1971-11-16, -0.27074
1971-12-16, 1.536
1972-01-16, -1.2088
1972-02-15, -1.2524
1972-03-16, -1.5159
1972-04-16, -0.95313
1972-05-16, -0.89622
1972-06-16, -0.32492
1972-07-16, -0.53822
1972-08-16, -0.47934
1972-09-16, 0.21053
1972-10-16, 0.80365
1972-11-16, 1.7568
1972-12-16, -0.48728
1973-01-16, 1.2342
1973-02-15, 1.2861
1973-03-16, 0.72298
1973-04-16, -0.84319
1973-05-16, -0.47131
1973-06-16, -1.4408
1973-07-16, 0.27175
1973-08-16, 0.31254
1973-09-16, 0.47428
1973-10-16, 0.27868
1973-11-16, 0.97084
1973-12-16, -0.043938
1974-01-16, 1.3191
1974-02-15, -1.4162
1974-03-16, 1.0752
1974-04-16, -0.22199
1974-05-16, -0.39333
1974-06-16, -0.35306
1974-07-16, -0.05035
1974-08-16, 0.63976
1974-09-16, -0.022685
1974-10-16, 1.4379
1974-11-16, -0.27074
1974-12-16, 1.1587
1975-01-16, -1.6007
1975-02-15, 0.50071
1975-03-16, 0.86701
1975-04-16, 0.66621
1975-05-16, -0.38685
1975-06-16, 0.73891
1975-07-16, 0.59913
1975-08-16, 0.72983
1975-09-16, -0.25423
1975-10-16, 0.4434
1975-11-16, -0.77579
1975-12-16, -1.4511
1976-01-16, -1.8538
1976-02-15, 0.66086
1976-03-16, -0.64327
1976-04-16, 0.39929
1976-05-16, -0.87664
1976-06-16, -1.489
1976-07-16, 0.64982
1976-08-16, 1.4934
1976-09-16, 2.5643
1976-10-16, -0.26318
1976-11-16, -0.69082
1976-12-16, -1.0729
1977-01-16, -0.046975
1977-02-15, -1.758
1977-03-16, -0.32316
1977-04-16, -1.4032
1977-05-16, 1.7045
1977-06-16, 0.30614
1977-07-16, -0.77337
1977-08-16, 1.4117
1977-09-16, -0.022685
1977-10-16, -0.89091
1977-11-16, -1.0151
1977-12-16, 1.4203
1978-01-16, 1.2192
1978-02-15, 1.7834
1978-03-16, 1.6922
1978-04-16, 1.3976
1978-05-16, -1.9371
1978-06-16, -0.62319
1978-07-16, -0.072928
1978-08-16, -0.47934
1978-09-16, 1.7855
1978-10-16, -0.90974
1978-11-16, 0.87642
1978-12-16, -0.22052
1979-01-16, 0.81128
1979-02-15, 0.82528
1979-03-16, 0.87731
1979-04-16, -0.94885
1979-05-16, -0.92882
1979-06-16, -1.473
1979-07-16, -0.42495
1979-08-16, 0.27656
1979-09-16, -1.475
1979-10-16, 0.76858
1979-11-16, -0.53566
1979-12-16, -0.62329
1980-01-16, 1.1058
1980-02-15, 1.2639
1980-03-16, 0.49541
1980-04-16, 0.15518
1980-05-16, 1.1191
1980-06-16, -0.090301
1980-07-16, 0.45393
1980-08-16, 0.63976
1980-09-16, 0.18132
1980-10-16, -1.6445
1980-11-16, -1.3283
1980-12-16, -1.1051
1981-01-16, 0.34404
1981-02-15, -0.47291
1981-03-16, 1.2556
1981-04-16, -0.1865
1981-05-16, -0.70004
1981-06-16, -2.1643
1981-07-16, -0.42495
1981-08-16, -0.84489
1981-09-16, -0.053892
1981-10-16, 0.50291
1981-11-16, 0.13797
1981-12-16, -0.8407
1982-01-16, 0.36336
1982-02-15, -0.85257
1982-03-16, 1.6403
1982-04-16, 1.2932
1982-05-16, 0.24297
1982-06-16, 1.8916
1982-07-16, 0.27175
1982-08-16, 0.26454
1982-09-16, 1.6098
1982-10-16, 0.37753
1982-11-16, 1.7763
1982-12-16, 0.11036
1983-01-16, 1.3866
1983-02-15, 0.93262
1983-03-16, 1.6382
1983-04-16, 1.5199
1983-05-16, 0.025581
1983-06-16, 0.98605
1983-07-16, -0.42495
1983-08-16, 1.6754
1983-09-16, 0.59052
1983-10-16, 0.61818
1983-11-16, 1.3848
1983-12-16, 0.81549
1984-01-16, -1.381
1984-02-15, -1.2683
1984-03-16, -1.1964
1984-04-16, -0.57512
1984-05-16, -2.3448
1984-06-16, -0.071583
1984-07-16, -0.67316
1984-08-16, 0.31254
1984-09-16, -0.34505
1984-10-16, 0.43838
1984-11-16, 1.122
1984-12-16, 0.77144
1985-01-16, -0.73301
1985-02-15, -0.81315
1985-03-16, -0.1319
1985-04-16, -1.4452
1985-05-16, -0.58226
1985-06-16, -1.1152
1985-07-16, -1.3276
1985-08-16, -0.3703
1985-09-16, 0.89603
1985-10-16, -0.02954
1985-11-16, 1.447
1985-12-16, -0.91424
1986-01-16, -0.69073
1986-02-15, 0.93466
1986-03-16, 1.0073
1986-04-16, -0.092722
1986-05-16, -1.2648
1986-06-16, -0.38119
1986-07-16, 0.67993
1986-08-16, -0.84489
1986-09-16, 2.0309
1986-10-16, -0.90346
1986-11-16, -0.1788
1986-12-16, -0.69859
1987-01-16, -0.27864
1987-02-15, -0.52076
1987-03-16, 0.27079
1987-04-16, -1.6602
1987-05-16, -0.77205
1987-06-16, 0.44873
1987-07-16, 1.6416
1987-08-16, 0.65111
1987-09-16, -0.8093
1987-10-16, 1.3868
1987-11-16, 1.0869
1987-12-16, 0.70804
1988-01-16, -0.11624
1988-02-15, -0.67428
1988-03-16, -1.3612
1988-04-16, 1.2378
1988-05-16, -0.93534
1988-06-16, 0.536
1988-07-16, 0.0059389
1988-08-16, 0.63976
1988-09-16, -0.4036
1988-10-16, -0.52377
1988-11-16, 0.12338
1988-12-16, 0.96252
1989-01-16, -1.1602
1989-02-15, -0.26778
1989-03-16, -0.84776
1989-04-16, -1.3477
1989-05-16, -0.11794
1989-06-16, -0.062231
1989-07-16, -0.77337
1989-08-16, 0.97883
1989-09-16, 1.3316
1989-10-16, 0.31023
1989-11-16, -1.1127
1989-12-16, -1.64
1990-01-16, 0.0068836
1990-02-15, -0.45531
1990-03-16, -1.1671
1990-04-16, -0.87676
1990-05-16, 0.86204
1990-06-16, -1.7
1990-07-16, -0.42495
1990-08-16, 0.74097
1990-09-16, 0.21778
1990-10-16, -1.2933
