days since 1900-1-1, spei
1979-01-16, 0.43293
1979-02-15, 0.93063
1979-03-16, 0.98327
1979-04-16, 0.40102
1979-05-16, -1.2426
1979-06-16, -1.549
1979-07-16, -1.247
1979-08-16, -0.065666
1979-09-16, -0.92582
1979-10-16, -0.20713
1979-11-16, -0.17661
1979-12-16, -0.85791
1980-01-16, 0.53593
1980-02-15, 1.3861
1980-03-16, 1.0903
1980-04-16, 0.39286
1980-05-16, 0.54527
1980-06-16, 0.87704
1980-07-16, 0.2357
1980-08-16, 0.67544
1980-09-16, 0.38638
1980-10-16, -1.2158
1980-11-16, -1.8061
1980-12-16, -1.4668
1981-01-16, -0.45604
1981-02-15, -0.18804
1981-03-16, 0.56579
1981-04-16, 0.97942
1981-05-16, -0.55851
1981-06-16, -1.8157
1981-07-16, -1.815
1981-08-16, -0.74879
1981-09-16, -0.5034
1981-10-16, 0.2593
1981-11-16, 0.20166
1981-12-16, -0.68429
1982-01-16, -0.29086
1982-02-15, -0.40059
1982-03-16, 0.78062
1982-04-16, 1.7474
1982-05-16, 1.1879
1982-06-16, 1.2146
1982-07-16, 1.4276
1982-08-16, 0.36012
1982-09-16, 1.4541
1982-10-16, 1.2623
1982-11-16, 1.791
1982-12-16, 1.2397
1983-01-16, 1.1262
1983-02-15, 1.3666
1983-03-16, 1.5492
1983-04-16, 1.8302
1983-05-16, 1.3735
1983-06-16, 0.53226
1983-07-16, 0.49381
1983-08-16, 0.83144
1983-09-16, 1.1634
1983-10-16, 0.71443
1983-11-16, 1.4228
1983-12-16, 1.3174
1984-01-16, -0.39236
1984-02-15, -1.7176
1984-03-16, -1.5987
1984-04-16, -1.2862
1984-05-16, -1.6562
1984-06-16, -1.8742
1984-07-16, -0.38024
1984-08-16, -0.20362
1984-09-16, -0.14778
1984-10-16, 0.049699
1984-11-16, 1.087
1984-12-16, 1.0943
1985-01-16, -0.064676
1985-02-15, -1.0806
1985-03-16, -0.69446
1985-04-16, -0.71344
1985-05-16, -1.4175
1985-06-16, -1.0878
1985-07-16, -1.4952
1985-08-16, -1.0614
1985-09-16, 0.53294
1985-10-16, 0.43603
1985-11-16, 1.2969
1985-12-16, 0.26505
1986-01-16, -1.1133
1986-02-15, 0.25663
1986-03-16, 1.1329
1986-04-16, 0.76776
1986-05-16, -0.73448
1986-06-16, -1.2053
1986-07-16, 0.18212
1986-08-16, -0.008177
1986-09-16, 1.6058
1986-10-16, 0.99977
1986-11-16, -0.69217
1986-12-16, -0.74762
1987-01-16, -0.70846
1987-02-15, -0.62686
1987-03-16, -0.24988
1987-04-16, -0.40835
1987-05-16, -1.6411
1987-06-16, -0.3734
1987-07-16, 1.219
1987-08-16, 1.4052
1987-09-16, -0.29507
1987-10-16, 0.76951
1987-11-16, 1.438
1987-12-16, 1.0236
1988-01-16, 0.25935
1988-02-15, -0.62342
1988-03-16, -1.3462
1988-04-16, -0.394
1988-05-16, 0.78909
1988-06-16, -0.44934
1988-07-16, 0.39831
1988-08-16, 0.41342
1988-09-16, -0.025693
1988-10-16, -0.74695
1988-11-16, -0.27255
1988-12-16, 0.68633
1989-01-16, -0.15349
1989-02-15, -0.94593
1989-03-16, -0.79474
1989-04-16, -1.2862
1989-05-16, -1.1374
1989-06-16, -0.14731
1989-07-16, -0.43177
1989-08-16, 0.15461
1989-09-16, 1.4253
1989-10-16, 0.99643
1989-11-16, -0.83283
1989-12-16, -1.7105
1990-01-16, -1.0495
1990-02-15, -0.40615
1990-03-16, -1.1
1990-04-16, -1.3776
1990-05-16, -0.31201
1990-06-16, -0.21226
1990-07-16, -1.4275
1990-08-16, 0.21714
1990-09-16, 0.46038
1990-10-16, -0.94543
